30 18
0 1 147.81493
0 2 198.83893
0 3 167.92886
0 4 181.46738
0 5 191.51306
0 6 220.66710
0 7 137.57196
0 8 172.77888
0 9 183.87541
0 10 215.47469
0 11 171.79027
0 12 169.33841
0 13 179.50165
0 14 199.75270
0 15 196.31198
0 16 226.58475
0 17 178.21844
0 18 180.14294
0 19 186.50577
0 20 189.36066
0 21 211.69876
0 22 204.22255
0 23 202.73877
0 24 134.67786
0 25 214.24809
0 26 178.34081
0 27 167.38614
0 28 191.06215
0 29 184.79034
1 2 161.91209
1 3 160.80121
1 4 215.04532
1 5 161.05402
1 6 205.25052
1 7 167.05898
1 8 177.75893
1 9 183.63821
1 10 192.58205
1 11 161.50732
1 12 192.80228
1 13 167.82938
1 14 178.84799
1 15 173.63669
1 16 173.21355
1 17 202.38145
1 18 185.15646
1 19 197.33495
1 20 175.09869
1 21 170.00130
1 22 226.24036
1 23 188.99768
1 24 145.03763
1 25 211.75697
1 26 178.81241
1 27 177.85001
1 28 206.18506
1 29 185.78851
2 3 199.14319
2 4 165.32513
2 5 193.52727
2 6 195.60434
2 7 169.53606
2 8 188.23952
2 9 130.56471
2 10 169.36903
2 11 203.48697
2 12 190.87244
2 13 190.63943
2 14 185.26808
2 15 165.57245
2 16 168.22964
2 17 182.75356
2 18 215.98532
2 19 200.94705
2 20 203.89967
2 21 158.53603
2 22 204.47507
2 23 215.13826
2 24 199.34660
2 25 183.53136
2 26 160.37144
2 27 177.52441
2 28 187.72772
2 29 172.97716
3 4 200.21976
3 5 182.26683
3 6 159.84637
3 7 163.34407
3 8 190.46344
3 9 180.77254
3 10 161.65190
3 11 182.55580
3 12 203.53500
3 13 150.02708
3 14 175.80067
3 15 163.80042
3 16 185.35889
3 17 203.42625
3 18 179.30670
3 19 157.86858
3 20 152.48332
3 21 116.75087
3 22 156.57841
3 23 126.31421
3 24 128.04344
3 25 201.18724
3 26 179.98578
3 27 133.71393
3 28 181.02724
3 29 168.06450
4 5 234.07625
4 6 204.22987
4 7 201.30243
4 8 193.11844
4 9 179.46069
4 10 187.90137
4 11 206.08603
4 12 167.34752
4 13 174.64719
4 14 217.03476
4 15 180.87723
4 16 198.63185
4 17 151.11261
4 18 197.77786
4 19 165.53365
4 20 205.86850
4 21 191.65456
4 22 160.92326
4 23 220.70238
4 24 204.71338
4 25 187.92046
4 26 148.55801
4 27 167.23186
4 28 145.97896
4 29 208.53273
5 6 191.65988
5 7 161.64130
5 8 185.89587
5 9 176.37973
5 10 186.70203
5 11 179.84401
5 12 188.55443
5 13 171.61157
5 14 187.34537
5 15 221.48759
5 16 183.75069
5 17 202.02426
5 18 159.81830
5 19 190.38638
5 20 157.09888
5 21 194.47441
5 22 203.91643
5 23 187.92615
5 24 174.07799
5 25 202.39403
5 26 193.56766
5 27 196.65001
5 28 202.20978
5 29 202.54921
6 7 175.20285
6 8 208.86333
6 9 205.73172
6 10 176.63838
6 11 182.95062
6 12 169.89345
6 13 159.99527
6 14 166.55888
6 15 223.60538
6 16 193.87125
6 17 244.26923
6 18 210.07376
6 19 174.24603
6 20 205.98509
6 21 162.76868
6 22 180.02380
6 23 194.03699
6 24 152.19200
6 25 181.80075
6 26 176.07184
6 27 154.73633
6 28 165.04880
6 29 159.63789
7 8 160.32358
7 9 147.94180
7 10 206.13042
7 11 199.50203
7 12 149.06352
7 13 177.51114
7 14 154.76138
7 15 213.60803
7 16 194.33136
7 17 214.54108
7 18 199.84554
7 19 174.83275
7 20 196.01828
7 21 174.07790
7 22 189.87602
7 23 191.93553
7 24 157.94289
7 25 198.91396
7 26 160.79672
7 27 164.09045
7 28 199.39543
7 29 171.69136
8 9 166.38469
8 10 197.87407
8 11 232.32681
8 12 165.09958
8 13 130.56010
8 14 212.14145
8 15 202.85435
8 16 169.39363
8 17 164.25681
8 18 173.20158
8 19 217.24142
8 20 188.18593
8 21 182.44139
8 22 178.02052
8 23 192.28644
8 24 188.02237
8 25 185.59750
8 26 148.81920
8 27 202.07910
8 28 166.30798
8 29 165.32585
9 10 202.29895
9 11 208.95500
9 12 185.00255
9 13 190.56163
9 14 168.49442
9 15 185.58955
9 16 155.16264
9 17 193.69180
9 18 182.54427
9 19 184.40498
9 20 189.93355
