10 8
0 1 71.82803
0 2 62.26389
0 3 96.69288
0 4 91.49269
0 5 83.19290
0 6 63.48418
0 7 57.36599
0 8 98.19629
0 9 85.51597
1 2 95.60782
1 3 97.73245
1 4 75.90681
1 5 106.30628
1 6 70.50524
1 7 81.67253
1 8 80.53555
1 9 91.81632
2 3 106.72704
2 4 101.75834
2 5 97.68279
2 6 71.38356
2 7 101.91421
2 8 94.58995
2 9 111.72684
3 4 118.84933
3 5 85.09016
3 6 93.01340
3 7 95.21969
3 8 87.99089
3 9 41.53283
4 5 83.94706
4 6 47.02102
4 7 121.63042
4 8 129.67268
4 9 123.95090
5 6 77.63055
5 7 107.64850
5 8 121.82378
5 9 80.90347
6 7 98.37829
6 8 106.32672
6 9 103.64117
7 8 112.33575
7 9 79.73273
8 9 86.30610
