10 6
0 1 164.71114
0 2 154.70999
0 3 120.44387
0 4 170.17953
0 5 171.51671
0 6 160.51222
0 7 167.04739
0 8 113.71856
0 9 124.95812
1 2 142.24413
1 3 145.99771
1 4 165.40941
1 5 135.75308
1 6 140.79951
1 7 117.42927
1 8 177.05061
1 9 138.02242
2 3 105.56086
2 4 142.47485
2 5 142.66275
2 6 142.34061
2 7 167.88651
2 8 151.37692
2 9 158.63219
3 4 144.02098
3 5 111.61750
3 6 137.63528
3 7 143.26068
3 8 134.59010
3 9 138.26721
4 5 158.66341
4 6 135.63007
4 7 163.96106
4 8 146.22018
4 9 139.75119
5 6 152.42517
5 7 110.54152
5 8 198.56213
5 9 146.45488
6 7 152.11545
6 8 137.06197
6 9 89.43675
7 8 189.15317
7 9 116.66644
8 9 141.82156
