10 6
0 1 110.16504
0 2 118.97305
0 3 68.37469
0 4 139.79286
0 5 122.18906
0 6 100.46844
0 7 110.34846
0 8 129.67955
0 9 131.00089
1 2 115.05446
1 3 99.82416
1 4 99.68118
1 5 156.06822
1 6 106.11479
1 7 140.69821
1 8 102.06454
1 9 66.76501
2 3 94.09142
2 4 112.39796
2 5 84.80737
2 6 104.65034
2 7 89.89072
2 8 97.37942
2 9 96.17434
3 4 128.52765
3 5 119.06445
3 6 115.21552
3 7 110.67793
3 8 129.44347
3 9 112.29608
4 5 134.10007
4 6 106.17691
4 7 111.29362
4 8 105.77757
4 9 123.70571
5 6 81.58736
5 7 62.82415
5 8 152.37347
5 9 135.90376
6 7 73.34016
6 8 124.99318
6 9 103.29019
7 8 139.28648
7 9 144.68289
8 9 107.90393
