15 12
0 1 158.10632
0 2 100.11245
0 3 184.24904
0 4 137.30865
0 5 162.43912
0 6 159.34090
0 7 114.23766
0 8 117.75346
0 9 155.68958
0 10 123.08589
0 11 186.57127
0 12 177.99930
0 13 145.28549
0 14 150.18680
1 2 164.04555
1 3 174.33812
1 4 176.88600
1 5 157.38484
1 6 175.79373
1 7 108.94662
1 8 127.77557
1 9 130.60980
1 10 133.82355
1 11 158.92702
1 12 176.31126
1 13 117.48178
1 14 137.46436
2 3 166.40968
2 4 190.77292
2 5 161.33003
2 6 191.71306
2 7 141.53209
2 8 104.97414
2 9 179.05388
2 10 133.52545
2 11 174.07323
2 12 194.80527
2 13 178.07961
2 14 180.06749
3 4 148.82111
3 5 164.38631
3 6 159.44337
3 7 170.60704
3 8 135.21628
3 9 150.11169
3 10 157.32712
3 11 109.67484
3 12 142.43784
3 13 159.42955
3 14 150.83566
4 5 189.87546
4 6 103.74214
4 7 151.34268
4 8 157.44800
4 9 142.60960
4 10 170.27051
4 11 148.43727
4 12 140.94971
4 13 142.92010
4 14 141.72113
5 6 188.34718
5 7 146.26199
5 8 146.29094
5 9 132.07411
5 10 123.80757
5 11 145.36935
5 12 179.41357
5 13 168.81572
5 14 156.94351
6 7 138.31604
6 8 172.80669
6 9 126.54532
6 10 168.00537
6 11 139.04581
6 12 117.05941
6 13 164.62675
6 14 159.46359
7 8 120.63724
7 9 103.90331
7 10 101.93018
7 11 147.59433
7 12 149.73257
7 13 124.98698
7 14 145.70035
8 9 161.07396
8 10 146.11479
8 11 139.42709
8 12 170.78348
8 13 142.92236
8 14 165.81590
9 10 116.44267
9 11 122.87611
9 12 123.35854
9 13 136.65515
9 14 103.75630
10 11 152.86746
10 12 129.90727
10 13 117.85892
10 14 105.14414
11 12 117.97010
11 13 155.75574
11 14 145.82610
12 13 142.87042
12 14 120.91594
13 14 121.78351
