10 4
0 1 87.45556
0 2 89.04988
0 3 24.17178
0 4 134.80527
0 5 93.87724
0 6 87.45120
0 7 58.62943
0 8 103.26118
0 9 75.42809
1 2 121.14897
1 3 74.19868
1 4 65.74440
1 5 20.68637
1 6 74.30151
1 7 101.52536
1 8 104.69807
1 9 88.70623
2 3 93.06632
2 4 122.76896
2 5 114.64176
2 6 113.15512
2 7 111.67219
2 8 64.94562
2 9 50.15200
3 4 122.00240
3 5 83.22321
3 6 93.29928
3 7 43.77405
3 8 108.80099
3 9 78.29977
4 5 53.45841
4 6 106.13297
4 7 143.96562
4 8 103.11498
4 9 97.70117
5 6 64.51137
5 7 114.38490
5 8 95.87711
5 9 78.05344
6 7 135.73854
6 8 90.02822
6 9 68.70286
7 8 134.43477
7 9 112.87138
8 9 65.18840
