30 12
0 1 123.28882
0 2 123.03136
0 3 165.67189
0 4 130.26857
0 5 109.49680
0 6 117.15237
0 7 165.22247
0 8 148.09718
0 9 108.63129
0 10 134.87064
0 11 142.93442
0 12 132.87489
0 13 166.80519
0 14 163.38805
0 15 130.96680
0 16 187.22276
0 17 153.54646
0 18 174.11020
0 19 122.74141
0 20 189.80083
0 21 149.89551
0 22 142.91029
0 23 172.16289
0 24 140.82925
0 25 150.83818
0 26 168.89790
0 27 101.36645
0 28 122.05115
0 29 133.93143
1 2 124.32497
1 3 163.45871
1 4 116.15547
1 5 169.18211
1 6 96.17423
1 7 132.07787
1 8 149.88628
1 9 144.76498
1 10 168.46371
1 11 124.98312
1 12 107.67623
1 13 122.13620
1 14 126.89883
1 15 140.43057
1 16 138.27628
1 17 142.85487
1 18 169.27222
1 19 135.44868
1 20 176.43854
1 21 76.67819
1 22 114.40680
1 23 170.37163
1 24 143.39558
1 25 117.67940
1 26 138.85440
1 27 118.85018
1 28 137.23540
1 29 101.65392
2 3 150.05183
2 4 178.67570
2 5 170.08437
2 6 103.06843
2 7 163.73836
2 8 184.68462
2 9 150.15253
2 10 170.20911
2 11 155.72331
2 12 136.99538
2 13 185.17061
2 14 150.14931
2 15 120.47450
2 16 173.00183
2 17 148.69005
2 18 159.02097
2 19 134.65935
2 20 154.41495
2 21 108.75415
2 22 167.16362
2 23 199.45084
2 24 140.64859
2 25 143.92212
2 26 176.48143
2 27 169.21667
2 28 118.80376
2 29 148.45552
3 4 170.89095
3 5 164.69223
3 6 145.27022
3 7 150.01401
3 8 166.58839
3 9 135.91411
3 10 170.56113
3 11 153.21057
3 12 155.41180
3 13 194.97025
3 14 176.19325
3 15 112.16941
3 16 145.85060
3 17 138.64104
3 18 175.16855
3 19 126.56390
3 20 120.44604
3 21 156.40829
3 22 146.96753
3 23 155.18054
3 24 147.75029
3 25 132.22189
3 26 123.74172
3 27 171.67911
3 28 125.46818
3 29 130.13812
4 5 152.52759
4 6 149.09723
4 7 159.30853
4 8 115.97362
4 9 114.49384
4 10 168.90538
4 11 114.29558
4 12 112.77391
4 13 162.24716
4 14 142.15636
4 15 163.10811
4 16 156.37032
4 17 148.34697
4 18 182.64842
4 19 156.61497
4 20 183.94498
4 21 141.94383
4 22 124.35109
4 23 173.08321
4 24 159.33614
4 25 117.64747
4 26 142.65582
4 27 94.27248
4 28 176.36115
4 29 119.66380
5 6 128.67598
5 7 178.05634
5 8 172.72415
5 9 113.41286
5 10 154.91568
5 11 136.15875
5 12 170.64545
5 13 183.44907
5 14 160.62860
5 15 158.56201
5 16 191.66225
5 17 131.65651
5 18 174.96635
5 19 107.80118
5 20 200.14491
5 21 188.60609
5 22 153.80296
5 23 141.12996
5 24 159.11627
5 25 159.06032
5 26 155.32498
5 27 137.12689
5 28 166.24916
5 29 127.66399
6 7 138.75658
6 8 160.36423
6 9 123.15060
6 10 148.32996
6 11 143.57924
6 12 118.08480
6 13 162.79117
6 14 117.00292
6 15 116.73222
6 16 159.04848
6 17 147.64607
6 18 154.31390
6 19 123.24703
6 20 175.02184
6 21 119.84629
6 22 141.81358
6 23 155.96474
6 24 141.83118
6 25 136.02359
6 26 124.86697
6 27 136.15331
6 28 115.35280
6 29 94.37682
7 8 207.88785
7 9 179.44270
7 10 172.98293
7 11 152.93248
7 12 154.95679
7 13 142.88832
7 14 167.06062
7 15 97.43981
7 16 144.12138
7 17 180.02045
7 18 187.73535
7 19 121.96366
7 20 171.07350
7 21 108.00185
7 22 104.32045
7 23 151.68033
7 24 122.14462
7 25 154.06404
7 26 129.91858
7 27 140.89044
7 28 148.63744
7 29 110.33764
8 9 119.68884
8 10 136.31915
8 11 153.76651
8 12 105.17415
8 13 200.70132
8 14 163.95177
8 15 178.13533
8 16 169.20831
8 17 168.71072
8 18 170.56532
8 19 195.15553
8 20 188.35150
8 21 177.90309
8 22 148.01465
8 23 191.83594
8 24 194.11565
8 25 171.05637
8 26 142.86763
8 27 115.90900
8 28 172.35486
8 29 169.92773
9 10 160.49730
9 11 124.32331
9 12 146.35271
9 13 172.60440
9 14 116.88049
9 15 138.52652
9 16 171.63240
9 17 129.36510
9 18 195.61772
9 19 136.23560
9 20 145.59457
9 21 171.43831
9 22 147.38336
9 23 143.36125
9 24 165.50371
9 25 129.76845
9 26 149.79915
9 27 119.80814
9 28 136.26773
9 29 127.66615
10 11 171.83977
10 12 113.89892
10 13 192.95160
10 14 203.85390
10 15 151.34889
10 16 183.64430
10 17 179.96912
10 18 137.54306
10 19 174.74373
10 20 199.44150
10 21 174.03777
10 22 159.90186
10 23 171.47017
10 24 133.52386
10 25 187.77681
10 26 151.99387
10 27 104.05197
10 28 138.59137
10 29 154.65498
11 12 130.00546
11 13 118.45149
11 14 123.22887
11 15 163.73314
11 16 105.97665
11 17 112.26574
11 18 156.52348
11 19 121.82663
11 20 148.30545
11 21 123.69667
11 22 122.22536
11 23 129.90900
11 24 125.18014
11 25 94.45551
11 26 133.71335
11 27 128.95222
11 28 157.20078
11 29 114.79019
12 13 174.78395
12 14 163.33260
12 15 144.79605
12 16 133.34566
12 17 167.72729
12 18 119.22200
12 19 170.44861
12 20 180.53908
12 21 115.81770
12 22 133.28520
12 23 187.99419
12 24 128.11613
12 25 144.17145
12 26 119.79140
12 27 109.47255
12 28 140.41905
12 29 130.24060
13 14 147.92133
13 15 163.42468
13 16 150.19450
13 17 165.48048
13 18 199.19577
13 19 131.88097
13 20 173.63292
13 21 134.55283
13 22 147.36087
13 23 125.83985
13 24 152.47130
13 25 144.74573
13 26 186.20302
13 27 149.75517
13 28 148.74232
13 29 131.41119
14 15 155.83438
14 16 155.61099
14 17 148.21472
14 18 193.86644
14 19 142.32635
14 20 157.93547
14 21 136.85849
14 22 147.92973
14 23 144.98363
14 24 192.37842
14 25 128.09222
14 26 151.67934
14 27 156.87074
14 28 161.47636
14 29 135.04643
15 16 163.08434
15 17 172.38425
15 18 172.12343
15 19 107.95491
15 20 135.82974
15 21 128.25079
15 22 133.12662
15 23 154.12657
15 24 133.47206
15 25 156.54861
15 26 148.19534
15 27 145.73062
15 28 93.15230
15 29 124.98050
16 17 161.28645
16 18 140.84782
16 19 163.90681
16 20 128.96672
16 21 111.53091
16 22 109.52561
16 23 139.65651
16 24 130.04285
16 25 129.36636
16 26 119.08317
16 27 154.58698
16 28 167.77861
16 29 124.67003
17 18 179.29088
17 19 116.87340
17 20 148.55409
17 21 148.94711
17 22 147.30624
17 23 154.22066
17 24 150.77415
17 25 104.66827
17 26 161.22594
17 27 154.71597
17 28 175.41330
17 29 122.87355
18 19 170.27249
18 20 186.37317
18 21 146.19731
18 22 173.66356
18 23 178.45757
18 24 142.58313
18 25 164.28235
18 26 160.30807
18 27 168.43404
18 28 163.08057
18 29 153.26837
19 20 156.58287
19 21 133.50320
19 22 135.69292
19 23 123.08891
19 24 136.11694
19 25 118.31190
19 26 154.05949
19 27 152.19678
19 28 124.02102
19 29 104.95368
20 21 151.15746
20 22 163.29369
20 23 146.08072
20 24 149.51863
20 25 135.16270
20 26 182.71635
20 27 183.71687
20 28 145.55156
20 29 149.29579
21 22 111.54527
21 23 171.33786
21 24 121.50094
21 25 113.51664
21 26 140.24686
21 27 139.78163
21 28 141.60109
21 29 113.13612
22 23 147.27629
22 24 141.50572
22 25 148.73145
22 26 99.91209
22 27 102.43249
22 28 170.21214
22 29 118.95834
23 24 151.03796
23 25 136.88263
23 26 151.86688
23 27 146.34514
23 28 143.82385
23 29 108.86918
24 25 132.64288
24 26 155.76413
24 27 131.16011
24 28 133.79063
24 29 103.75204
25 26 146.95250
25 27 145.33205
25 28 143.91075
25 29 89.63389
26 27 132.28920
26 28 165.17964
26 29 119.32253
27 28 149.28523
27 29 116.92994
28 29 130.66389
