10 8
0 1 220.85101
0 2 185.28923
0 3 205.28372
0 4 174.69138
0 5 187.51624
0 6 155.91655
0 7 187.13936
0 8 137.67883
0 9 163.14029
1 2 234.69995
1 3 192.05650
1 4 177.59343
1 5 220.21178
1 6 222.69461
1 7 177.30048
1 8 173.41417
1 9 214.09723
2 3 175.21857
2 4 157.30756
2 5 131.04010
2 6 170.24809
2 7 162.91071
2 8 218.43285
2 9 222.78539
3 4 161.36646
3 5 176.89494
3 6 153.67921
3 7 203.50002
3 8 198.23466
3 9 192.51416
4 5 177.05415
4 6 184.95142
4 7 182.01730
4 8 144.42757
4 9 199.97398
5 6 137.46643
5 7 128.08664
5 8 210.24617
5 9 167.53972
6 7 160.61423
6 8 197.16400
6 9 185.06364
7 8 216.70337
7 9 177.75832
8 9 174.69781
