10 3
0 1 77.83416
0 2 73.83241
0 3 73.67715
0 4 21.76118
0 5 78.19082
0 6 49.90396
0 7 65.00201
0 8 28.67640
0 9 66.65639
1 2 57.73366
1 3 73.84132
1 4 71.28786
1 5 94.36378
1 6 71.45977
1 7 55.59727
1 8 54.07372
1 9 62.80411
2 3 63.13494
2 4 54.40216
2 5 96.60466
2 6 46.42323
2 7 19.87254
2 8 70.02856
2 9 53.60886
3 4 68.17004
3 5 37.37395
3 6 32.03402
3 7 74.87585
3 8 73.88001
3 9 11.93810
4 5 82.85236
4 6 39.27341
4 7 45.34832
4 8 35.53364
4 9 59.84514
5 6 56.30669
5 7 104.17172
5 8 80.86058
5 9 44.33880
6 7 52.94449
6 8 57.33429
6 9 26.60560
7 8 60.19711
7 9 64.24183
8 9 64.41066
