30 12
0 1 113.34547
0 2 112.88630
0 3 118.68069
0 4 80.00243
0 5 82.07304
0 6 91.08211
0 7 97.87210
0 8 110.10209
0 9 87.55927
0 10 66.48973
0 11 95.33981
0 12 102.06007
0 13 127.55544
0 14 86.42958
0 15 143.52385
0 16 117.16606
0 17 112.29778
0 18 68.83730
0 19 114.56033
0 20 136.05043
0 21 89.51116
0 22 139.61414
0 23 92.33681
0 24 123.46194
0 25 89.65701
0 26 79.17914
0 27 113.94836
0 28 103.81152
0 29 130.80579
1 2 107.66373
1 3 107.62261
1 4 102.65923
1 5 92.73330
1 6 114.57986
1 7 75.15376
1 8 92.06973
1 9 119.33312
1 10 109.29457
1 11 111.48038
1 12 94.56058
1 13 101.89092
1 14 110.36510
1 15 123.67117
1 16 111.80018
1 17 96.82114
1 18 103.62342
1 19 103.77537
1 20 132.08327
1 21 98.22083
1 22 91.83954
1 23 86.98873
1 24 114.31806
1 25 145.79849
1 26 117.81963
1 27 141.38364
1 28 108.10981
1 29 109.69693
2 3 105.07169
2 4 89.32391
2 5 91.96045
2 6 164.86020
2 7 95.31887
2 8 134.76474
2 9 59.55640
2 10 89.92229
2 11 149.91628
2 12 148.78635
2 13 139.61032
2 14 139.01044
2 15 134.12651
2 16 138.08693
2 17 74.54115
2 18 119.26938
2 19 146.03476
2 20 153.21301
2 21 118.58833
2 22 122.97806
2 23 132.90649
2 24 124.66600
2 25 115.94520
2 26 151.39319
2 27 162.27748
2 28 134.86646
2 29 112.08601
3 4 76.00563
3 5 116.01334
3 6 145.77196
3 7 128.05339
3 8 155.88866
3 9 85.54960
3 10 94.02149
3 11 153.77621
3 12 104.26955
3 13 165.60814
3 14 125.22606
3 15 167.51765
3 16 157.45866
3 17 59.42687
3 18 121.07135
3 19 149.02356
3 20 139.30394
3 21 158.02631
3 22 159.74719
3 23 100.44101
3 24 148.25719
3 25 136.39211
3 26 149.61516
3 27 158.05270
3 28 118.79311
3 29 146.93242
4 5 102.52583
4 6 116.91253
4 7 101.82033
4 8 147.74054
4 9 69.90499
4 10 90.17528
4 11 138.81630
4 12 106.71790
4 13 159.07082
4 14 128.43620
4 15 159.22646
4 16 133.97093
4 17 79.88229
4 18 111.31381
4 19 151.48299
4 20 144.18307
4 21 120.79189
4 22 149.26633
4 23 105.80952
4 24 126.14894
4 25 113.23943
4 26 118.16711
4 27 140.77023
4 28 120.42580
4 29 130.42430
5 6 131.76811
5 7 100.29611
5 8 105.26965
5 9 105.24016
5 10 94.47540
5 11 99.87028
5 12 120.34034
5 13 104.55863
5 14 109.81570
5 15 130.62045
5 16 125.96629
5 17 94.49258
5 18 82.34485
5 19 112.56759
5 20 157.81978
5 21 73.46414
5 22 97.52448
5 23 111.49399
5 24 118.52890
5 25 129.08420
5 26 126.46770
5 27 153.24989
5 28 103.30293
5 29 144.41077
6 7 105.16609
6 8 111.88137
6 9 146.92723
6 10 125.24586
6 11 124.53874
6 12 86.14455
6 13 161.05730
6 14 92.44077
6 15 132.82687
6 16 134.96057
6 17 153.28764
6 18 110.44254
6 19 119.66605
6 20 116.14337
6 21 107.12842
6 22 142.22311
6 23 68.00309
6 24 126.33952
6 25 126.87162
6 26 46.09102
6 27 134.43472
6 28 137.80606
6 29 143.57886
7 8 86.22052
7 9 98.99839
7 10 93.58914
7 11 119.52049
7 12 111.04591
7 13 135.84320
7 14 104.53323
7 15 108.28353
7 16 128.95540
7 17 115.92242
7 18 120.27803
7 19 89.57136
7 20 113.59149
7 21 90.05580
7 22 79.16897
7 23 90.21608
7 24 91.29944
7 25 124.24194
7 26 100.15712
7 27 137.95052
7 28 111.92184
7 29 74.87796
8 9 141.26189
8 10 106.44655
8 11 79.35056
8 12 107.42294
8 13 93.07735
8 14 66.88482
8 15 97.58084
8 16 112.36718
8 17 131.93106
8 18 92.22186
8 19 76.24466
8 20 105.24814
8 21 82.96255
8 22 81.81519
8 23 87.16531
8 24 93.96863
8 25 121.85928
8 26 105.29173
8 27 123.81647
8 28 104.71330
8 29 122.77195
9 10 60.37313
9 11 144.89159
9 12 128.99704
9 13 152.85059
9 14 122.83024
9 15 154.70235
9 16 149.08670
9 17 77.65333
9 18 110.60887
9 19 135.04201
9 20 143.51588
9 21 136.27856
9 22 151.05217
9 23 115.78174
9 24 135.54369
9 25 103.10803
9 26 130.94620
9 27 148.26292
9 28 123.24770
9 29 112.03240
10 11 111.25956
10 12 111.98762
10 13 129.73306
10 14 76.40001
10 15 134.30440
10 16 116.82764
10 17 89.04215
10 18 83.68812
10 19 109.80508
10 20 110.80170
10 21 119.19044
10 22 135.77328
10 23 90.41887
10 24 127.64162
10 25 79.67897
10 26 114.61678
10 27 101.05958
10 28 93.52157
10 29 101.86191
11 12 95.05278
11 13 92.39416
11 14 89.27525
11 15 163.14441
11 16 129.68555
11 17 126.25433
11 18 89.95608
11 19 101.22527
11 20 145.59117
11 21 97.34457
11 22 120.83244
11 23 111.70524
11 24 104.06712
11 25 139.37271
11 26 124.18318
11 27 123.43813
11 28 65.11522
11 29 166.00432
12 13 140.00911
12 14 84.63195
12 15 160.44812
12 16 153.01282
12 17 104.46282
12 18 101.42476
12 19 101.95531
12 20 117.66276
12 21 128.33810
12 22 137.89172
12 23 56.96555
12 24 105.91076
12 25 140.93895
12 26 97.62260
12 27 143.57661
12 28 88.21501
12 29 159.12616
13 14 123.79988
13 15 153.81741
13 16 117.85493
13 17 134.09164
13 18 84.47538
13 19 120.32851
13 20 178.32378
13 21 108.76659
13 22 131.87193
13 23 137.93634
13 24 150.65666
13 25 157.44226
13 26 145.99777
13 27 154.14110
13 28 128.69354
13 29 160.51831
14 15 113.37767
14 16 117.41880
14 17 119.07529
14 18 75.30045
14 19 88.44328
14 20 78.88409
14 21 109.48907
14 22 123.91223
14 23 54.60883
14 24 111.93868
14 25 92.41270
14 26 90.69424
14 27 101.80915
14 28 95.65807
14 29 130.67970
15 16 117.33625
15 17 155.34880
15 18 130.11282
15 19 141.36020
15 20 108.33060
15 21 103.72021
15 22 101.66351
15 23 114.25010
15 24 131.89389
15 25 117.27459
15 26 128.74684
15 27 154.33502
15 28 173.07002
15 29 116.73819
16 17 142.88928
16 18 104.14107
16 19 165.30379
16 20 133.35501
16 21 100.21854
16 22 139.73672
16 23 129.96695
16 24 149.64479
16 25 105.46244
16 26 137.46271
16 27 82.88181
16 28 146.17688
16 29 124.79003
17 18 104.33470
17 19 140.83540
17 20 138.92809
17 21 132.48297
17 22 134.38608
17 23 107.96050
17 24 114.26202
17 25 123.17282
17 26 150.75403
17 27 153.10091
17 28 99.85394
17 29 146.18779
18 19 113.52307
18 20 137.96948
18 21 93.50891
18 22 139.74059
18 23 88.12927
18 24 132.76044
18 25 97.07841
18 26 93.73109
18 27 124.82195
18 28 115.48651
18 29 147.37801
19 20 136.45036
19 21 123.22326
19 22 109.28178
19 23 89.90467
19 24 126.51868
19 25 157.82976
19 26 107.27629
19 27 161.82657
19 28 105.92879
19 29 131.67538
20 21 144.18832
20 22 135.64853
20 23 82.59478
20 24 114.22438
20 25 102.20926
20 26 127.22562
20 27 109.78551
20 28 132.24220
20 29 121.67107
21 22 83.89146
21 23 113.98151
21 24 97.55047
21 25 118.95810
21 26 104.16355
21 27 138.56569
21 28 125.81314
21 29 137.22589
22 23 121.97282
22 24 88.20019
22 25 157.31932
22 26 146.44635
22 27 165.39030
22 28 121.39991
22 29 129.37817
23 24 109.96013
23 25 111.40916
23 26 74.48386
23 27 127.27876
23 28 107.70209
23 29 124.52737
24 25 129.62303
24 26 131.69304
24 27 152.21364
24 28 102.57836
24 29 150.69727
25 26 116.28118
25 27 100.28615
25 28 142.76945
25 29 128.23750
26 27 142.54190
26 28 145.21117
26 29 134.73520
27 28 122.57800
27 29 130.37373
28 29 154.08887
