15 3
0 1 145.64308
0 2 135.42345
0 3 106.70014
0 4 132.53262
0 5 108.00941
0 6 133.06555
0 7 133.77531
0 8 82.50164
0 9 149.62288
0 10 136.64085
0 11 142.63721
0 12 170.52155
0 13 135.19116
0 14 135.28082
1 2 127.66331
1 3 117.04744
1 4 154.53928
1 5 152.85925
1 6 108.59674
1 7 157.06938
1 8 155.78232
1 9 136.96902
1 10 122.09398
1 11 138.44577
1 12 125.00706
1 13 155.98077
1 14 183.72443
2 3 70.30695
2 4 111.21884
2 5 122.35207
2 6 138.59850
2 7 132.29112
2 8 167.58884
2 9 101.79134
2 10 135.08975
2 11 119.95533
2 12 116.28335
2 13 105.25497
2 14 136.42891
3 4 119.68401
3 5 112.09494
3 6 125.94291
3 7 133.59126
3 8 155.01157
3 9 98.96358
3 10 100.39707
3 11 150.36690
3 12 160.87372
3 13 119.01814
3 14 154.34966
4 5 128.27586
4 6 148.37386
4 7 103.36246
4 8 123.53559
4 9 97.71320
4 10 115.67804
4 11 103.28152
4 12 147.10738
4 13 100.23530
4 14 105.02908
5 6 164.22038
5 7 105.52604
5 8 127.34888
5 9 126.21040
5 10 114.24086
5 11 151.46881
5 12 164.26436
5 13 139.43912
5 14 129.06430
6 7 132.77054
6 8 140.68773
6 9 167.60324
6 10 125.60733
6 11 113.08423
6 12 139.04567
6 13 136.89131
6 14 182.82655
7 8 112.34482
7 9 114.73341
7 10 107.05326
7 11 110.41653
7 12 157.51498
7 13 115.90233
7 14 119.18861
8 9 150.93471
8 10 145.52945
8 11 128.66481
8 12 167.69647
8 13 144.54179
8 14 112.85429
9 10 104.54222
9 11 155.84210
9 12 162.94310
9 13 126.89098
9 14 132.65176
10 11 153.68718
10 12 174.41470
10 13 124.68569
10 14 179.71738
11 12 88.50500
11 13 103.59354
11 14 130.95757
12 13 138.07956
12 14 167.32492
13 14 150.62782
