15 6
0 1 186.78503
0 2 145.33630
0 3 157.15057
0 4 128.30882
0 5 159.98418
0 6 200.49217
0 7 157.36180
0 8 167.05188
0 9 153.86130
0 10 171.25229
0 11 154.96429
0 12 199.68999
0 13 179.04781
0 14 170.64912
1 2 142.61403
1 3 130.82913
1 4 154.92578
1 5 205.87589
1 6 194.65382
1 7 157.42641
1 8 135.97574
1 9 170.97128
1 10 157.00247
1 11 187.07495
1 12 176.01894
1 13 162.43945
1 14 167.95389
2 3 136.20920
2 4 159.95052
2 5 169.30156
2 6 190.63762
2 7 118.22143
2 8 149.02661
2 9 159.67995
2 10 162.78056
2 11 191.06435
2 12 197.54361
2 13 142.54295
2 14 171.17831
3 4 153.30429
3 5 169.79855
3 6 176.25110
3 7 136.39058
3 8 102.71423
3 9 165.81114
3 10 146.55113
3 11 180.60403
3 12 167.49022
3 13 115.29295
3 14 172.10265
4 5 134.62222
4 6 218.60242
4 7 150.34363
4 8 151.69650
4 9 143.57677
4 10 144.84764
4 11 152.16182
4 12 210.98608
4 13 209.01021
4 14 165.46259
5 6 200.19328
5 7 157.84721
5 8 188.38144
5 9 120.41531
5 10 152.92274
5 11 126.48243
5 12 216.82874
5 13 203.80515
5 14 187.01395
6 7 196.63730
6 8 190.06606
6 9 188.34746
6 10 203.34483
6 11 159.05086
6 12 176.29047
6 13 159.00482
6 14 168.55516
7 8 130.62375
7 9 137.88786
7 10 172.88663
7 11 196.55777
7 12 207.06624
7 13 148.81212
7 14 176.75229
8 9 177.86015
8 10 154.87221
8 11 191.50464
8 12 156.85338
8 13 117.91797
8 14 166.98863
9 10 163.74609
9 11 128.36565
9 12 188.27098
9 13 177.90671
9 14 145.23253
10 11 174.11339
10 12 168.13890
10 13 184.81688
10 14 176.84932
11 12 174.35143
11 13 182.76033
11 14 170.69507
12 13 129.02699
12 14 177.54993
13 14 176.02885
