500 50
0 1 14.29615
0 2 10.18528
0 3 15.30947
0 4 16.36215
0 5 17.00265
0 6 12.54592
0 7 12.79297
0 8 11.00000
0 9 16.69521
0 10 11.87813
0 11 12.67990
0 12 18.25185
0 13 11.42278
0 14 12.56981
0 15 15.09039
0 16 9.88787
0 17 14.10213
0 18 11.76095
0 19 14.98733
0 20 14.99233
0 21 13.15485
0 22 11.05034
0 23 13.05680
0 24 16.81844
0 25 14.60890
0 26 13.86218
0 27 13.71969
0 28 12.39395
0 29 14.68264
0 30 12.05197
0 31 11.65204
0 32 8.48823
0 33 12.98037
0 34 13.22384
0 35 12.80586
0 36 9.96293
0 37 11.92099
0 38 14.44403
0 39 14.47308
0 40 9.98449
0 41 12.28576
0 42 14.81250
0 43 15.75754
0 44 13.80000
0 45 13.85785
0 46 17.68361
0 47 13.87948
0 48 16.13692
0 49 11.80212
0 50 7.57430
0 51 10.01000
0 52 10.66068
0 53 11.50913
0 54 9.62808
0 55 13.64038
0 56 7.92591
0 57 13.87516
0 58 10.51380
0 59 11.40965
0 60 17.94937
0 61 15.33265
0 62 14.25763
0 63 12.24786
0 64 18.52512
0 65 11.92812
0 66 13.30451
0 67 14.56331
0 68 18.32294
0 69 14.93620
0 70 18.44939
0 71 10.98636
0 72 13.70730
0 73 7.71298
0 74 12.12807
0 75 15.58589
0 76 12.70512
0 77 15.22334
0 78 12.82732
0 79 13.15257
0 80 13.55397
0 81 9.30752
0 82 10.09158
0 83 11.56849
0 84 16.68562
0 85 13.99321
0 86 13.52405
0 87 12.86118
0 88 16.67303
0 89 15.30229
0 90 15.95149
0 91 14.27060
0 92 11.49652
0 93 14.81654
0 94 14.10744
0 95 13.74955
0 96 13.82462
0 97 14.88556
0 98 14.45822
0 99 13.67882
0 100 10.77033
0 101 15.57402
0 102 13.74918
0 103 14.09468
0 104 12.46756
0 105 14.68230
0 106 17.64851
0 107 10.74895
0 108 18.21867
0 109 17.13739
0 110 16.01749
0 111 12.00375
0 112 17.11841
0 113 13.41864
0 114 13.46885
0 115 12.78398
0 116 10.38557
0 117 6.76166
0 118 11.77964
0 119 14.03104
0 120 15.35318
0 121 9.85546
0 122 11.14899
0 123 15.42757
0 124 12.12188
0 125 13.37423
0 126 15.76959
0 127 16.09907
0 128 12.89380
0 129 12.68148
0 130 13.45139
0 131 17.01353
0 132 17.34099
0 133 16.01343
0 134 9.09065
0 135 17.92261
0 136 17.75950
0 137 11.57929
0 138 14.45372
0 139 16.17931
0 140 11.04400
0 141 12.28251
0 142 8.57088
0 143 16.65473
0 144 16.64512
0 145 12.55986
0 146 9.58175
0 147 17.56815
0 148 13.99035
0 149 10.47903
0 150 13.02344
0 151 13.84630
0 152 14.46306
0 153 12.51439
0 154 13.20795
0 155 12.54751
0 156 15.27743
0 157 11.75415
0 158 13.14800
0 159 12.71967
0 160 13.05182
0 161 14.81114
0 162 13.36787
0 163 10.24451
0 164 14.52171
0 165 14.22006
0 166 16.58765
0 167 10.49952
0 168 13.95421
0 169 16.15549
0 170 14.11311
0 171 7.68375
0 172 13.11602
0 173 14.23903
0 174 12.89496
0 175 13.46663
0 176 13.32592
0 177 9.20815
0 178 14.27410
0 179 12.50680
0 180 10.27083
0 181 12.33491
0 182 11.13508
0 183 14.20528
0 184 16.98499
0 185 9.22442
0 186 13.91115
0 187 13.07440
0 188 12.14990
0 189 16.50061
0 190 12.21802
0 191 14.88220
0 192 13.82028
0 193 11.64775
0 194 13.11373
0 195 14.64684
0 196 13.56392
0 197 8.85155
0 198 13.99428
0 199 13.89244
0 200 13.56392
0 201 9.55510
0 202 13.57719
0 203 7.48866
0 204 14.10922
0 205 10.42113
0 206 13.36787
0 207 14.63557
0 208 13.71094
0 209 15.36164
0 210 14.07800
0 211 16.94521
0 212 18.82498
0 213 15.78290
0 214 13.04339
0 215 11.14181
0 216 12.65069
0 217 16.10062
0 218 9.38350
0 219 15.94992
0 220 13.08434
0 221 15.18157
0 222 13.09236
0 223 12.97035
0 224 7.27530
0 225 11.26144
0 226 12.65820
0 227 12.96534
0 228 13.08778
0 229 10.38172
0 230 13.85641
0 231 14.24605
0 232 16.45539
0 233 15.62274
0 234 12.30122
0 235 10.22937
0 236 14.36872
0 237 12.63250
0 238 11.17408
0 239 8.25833
0 240 12.75343
0 241 14.43641
0 242 19.17290
0 243 12.01915
0 244 17.71609
0 245 12.20737
0 246 14.00821
0 247 7.86766
0 248 14.43884
0 249 14.42359
0 250 9.52733
0 251 13.90468
0 252 10.28202
0 253 15.11555
0 254 10.71914
0 255 8.07156
0 256 12.02123
0 257 11.84525
0 258 10.82266
0 259 12.90078
0 260 14.58698
0 261 8.54225
0 262 18.59193
0 263 15.40941
0 264 10.36919
0 265 10.42929
0 266 9.54463
0 267 14.48482
0 268 16.71736
0 269 15.16608
0 270 16.38444
0 271 11.58706
0 272 13.25934
0 273 12.74755
0 274 13.79348
0 275 14.02248
0 276 14.05774
0 277 13.48703
0 278 8.13019
0 279 13.78550
0 280 10.74663
0 281 12.97767
0 282 12.53156
0 283 12.46355
0 284 14.64787
0 285 9.84987
0 286 12.50840
0 287 13.97713
0 288 12.14661
0 289 9.92673
0 290 16.01780
0 291 16.48181
0 292 15.48903
0 293 13.79094
0 294 13.07555
0 295 14.93486
0 296 9.91514
0 297 13.03073
0 298 9.72574
0 299 13.82462
0 300 14.01571
0 301 12.32558
0 302 12.07477
0 303 15.06353
0 304 16.79226
0 305 9.98499
0 306 17.03262
0 307 10.83005
0 308 11.83976
0 309 9.99300
0 310 15.59423
0 311 9.71545
0 312 15.60192
0 313 15.92482
0 314 13.97820
0 315 11.12654
0 316 17.41838
0 317 11.41008
0 318 16.49364
0 319 16.38872
0 320 12.87983
0 321 12.88759
0 322 15.12415
0 323 13.71678
0 324 15.96590
0 325 13.15523
0 326 14.61711
0 327 15.47288
0 328 16.07576
0 329 13.38395
0 330 10.49333
0 331 12.91627
0 332 13.74373
0 333 14.68877
0 334 8.63481
0 335 10.60283
0 336 15.12316
0 337 12.86623
0 338 14.03994
0 339 13.36488
0 340 11.13508
0 341 14.67924
0 342 13.48332
0 343 13.14078
0 344 15.79778
0 345 14.35827
0 346 15.15190
0 347 15.99750
0 348 14.57841
0 349 9.78162
0 350 13.44173
0 351 8.44275
0 352 15.46609
0 353 11.49043
0 354 14.01178
0 355 14.17568
0 356 12.62379
0 357 13.78731
0 358 11.70555
0 359 17.00765
0 360 14.26990
0 361 12.13136
0 362 13.00538
0 363 15.67801
0 364 14.34225
0 365 16.96496
0 366 8.12158
0 367 12.09215
0 368 16.93015
0 369 11.67005
0 370 14.27200
0 371 11.94069
0 372 13.39104
0 373 9.72265
0 374 14.36036
0 375 8.13511
0 376 12.64634
0 377 10.84113
0 378 17.11753
0 379 14.60343
0 380 8.68044
0 381 14.50690
0 382 15.58878
0 383 11.76138
0 384 11.60345
0 385 12.41934
0 386 12.60000
0 387 8.76869
0 388 14.28601
0 389 11.12250
0 390 11.24856
0 391 12.63171
0 392 13.40187
0 393 16.67363
0 394 9.00888
0 395 11.65762
0 396 13.09695
0 397 15.16146
0 398 10.66818
0 399 9.03770
0 400 12.50080
0 401 12.25398
0 402 9.09450
0 403 13.35927
0 404 14.18626
0 405 19.26733
0 406 13.23405
0 407 12.65780
0 408 15.54735
0 409 15.90189
0 410 16.17715
0 411 16.55687
0 412 13.07402
0 413 9.63172
0 414 9.90404
0 415 13.84377
0 416 9.29785
0 417 12.15360
0 418 9.84581
0 419 16.38475
0 420 15.38603
0 421 15.23713
0 422 12.08967
0 423 14.57155
0 424 10.55083
