500 50
0 1 11.66062
0 2 10.11929
0 3 12.61507
0 4 12.50400
0 5 14.93586
0 6 11.07655
0 7 10.88807
0 8 13.43168
0 9 9.23797
0 10 14.15768
0 11 13.45771
0 12 9.17933
0 13 14.08758
0 14 13.60588
0 15 12.96958
0 16 9.93076
0 17 15.43470
0 18 13.20681
0 19 12.03661
0 20 8.54751
0 21 13.55286
0 22 9.28870
0 23 13.32817
0 24 13.39253
0 25 14.20423
0 26 12.06897
0 27 11.38903
0 28 17.25949
0 29 13.17839
0 30 13.25066
0 31 13.59154
0 32 10.64894
0 33 7.75629
0 34 13.32704
0 35 13.05259
0 36 18.82817
0 37 15.97091
0 38 13.80725
0 39 11.03857
0 40 13.48740
0 41 9.94585
0 42 12.92130
0 43 15.26892
0 44 11.06707
0 45 10.57071
0 46 7.85939
0 47 13.06063
0 48 15.93079
0 49 10.01948
0 50 17.20552
0 51 11.30885
0 52 13.09504
0 53 12.06814
0 54 13.98535
0 55 10.87520
0 56 10.94486
0 57 8.42081
0 58 16.15209
0 59 14.30699
0 60 13.18522
0 61 10.24500
0 62 14.53169
0 63 9.81478
0 64 8.83459
0 65 9.37283
0 66 13.40597
0 67 10.18676
0 68 11.49695
0 69 13.18332
0 70 14.59760
0 71 14.76584
0 72 10.90367
0 73 12.89923
0 74 16.20278
0 75 14.16121
0 76 16.91242
0 77 12.36082
0 78 17.08976
0 79 15.17860
0 80 14.24465
0 81 15.44733
0 82 14.86001
0 83 18.80771
0 84 15.21282
0 85 7.32052
0 86 10.40913
0 87 11.96996
0 88 16.24746
0 89 11.21071
0 90 13.06063
0 91 12.26784
0 92 14.11205
0 93 12.53874
0 94 13.31540
0 95 8.25045
0 96 8.61220
0 97 15.81202
0 98 11.70769
0 99 10.97451
0 100 14.25061
0 101 16.06705
0 102 9.96996
0 103 5.73672
0 104 14.10390
0 105 14.88187
0 106 15.02964
0 107 14.89463
0 108 10.79213
0 109 12.71652
0 110 12.16553
0 111 11.97497
0 112 13.21476
0 113 11.93021
0 114 9.74833
0 115 16.47817
0 116 16.78243
0 117 13.22498
0 118 16.81041
0 119 15.72387
0 120 10.86784
0 121 11.95826
0 122 12.16758
0 123 10.69486
0 124 13.86903
0 125 12.11652
0 126 10.65645
0 127 9.15696
0 128 6.69328
0 129 17.39109
0 130 15.02731
0 131 14.78817
0 132 12.81757
0 133 5.63826
0 134 13.39291
0 135 13.47590
0 136 10.02048
0 137 14.48896
0 138 18.71069
0 139 13.09542
0 140 9.70670
0 141 13.31653
0 142 14.73397
0 143 10.03095
0 144 8.23104
0 145 12.03578
0 146 14.53238
0 147 15.48386
0 148 13.23140
0 149 6.83081
0 150 14.86439
0 151 13.90971
0 152 13.49407
0 153 12.40161
