500 50
0 1 17.10000
0 2 13.27027
0 3 8.72353
0 4 16.13258
0 5 14.04813
0 6 16.03964
0 7 12.83472
0 8 16.23392
0 9 12.37174
0 10 12.54233
0 11 14.31607
0 12 16.75022
0 13 11.89285
0 14 10.52426
0 15 14.04635
0 16 12.56145
0 17 12.78163
0 18 16.46481
0 19 13.52036
0 20 11.65547
0 21 13.75027
0 22 15.15982
0 23 14.21021
0 24 10.77961
0 25 15.55249
0 26 15.27776
0 27 9.29785
0 28 18.18626
0 29 9.80663
0 30 16.43928
0 31 14.66322
0 32 11.66490
0 33 10.35374
0 34 12.94643
0 35 14.81958
0 36 13.56835
0 37 17.06194
0 38 14.46548
0 39 14.73262
0 40 16.59940
0 41 13.62020
0 42 13.78731
0 43 14.90537
0 44 16.69641
0 45 11.25300
0 46 15.27940
0 47 11.48434
0 48 11.19017
0 49 10.91925
0 50 16.58463
0 51 15.99031
0 52 11.96161
0 53 14.48516
0 54 14.93553
0 55 11.64818
0 56 13.90683
0 57 15.69522
0 58 15.21742
0 59 17.31993
0 60 13.13773
0 61 11.63271
0 62 16.42376
0 63 15.74548
0 64 10.18872
0 65 15.13902
0 66 9.59427
0 67 10.65270
0 68 13.80906
0 69 15.24008
0 70 17.88854
0 71 13.57571
0 72 16.56895
0 73 15.67578
0 74 13.87624
0 75 14.05169
0 76 15.78860
0 77 12.23642
0 78 13.34091
0 79 15.20131
0 80 18.25897
0 81 12.14413
0 82 10.52188
0 83 15.36457
0 84 14.83375
0 85 12.47878
0 86 10.81342
0 87 16.29816
0 88 10.15776
0 89 16.80506
0 90 11.44989
0 91 18.05685
0 92 17.25717
0 93 12.49160
0 94 11.69444
0 95 8.92412
0 96 12.97806
0 97 15.81834
0 98 15.10629
0 99 9.72985
0 100 13.34579
0 101 16.76126
0 102 11.88444
0 103 13.76336
0 104 13.85244
0 105 11.88360
0 106 12.61705
0 107 14.59931
0 108 13.75573
0 109 14.61917
0 110 16.36826
0 111 15.44118
0 112 14.06485
0 113 16.73529
0 114 10.09208
0 115 10.20294
0 116 14.30559
0 117 10.87980
0 118 14.96730
0 119 16.44080
0 120 13.23367
0 121 14.46202
0 122 14.40590
0 123 16.37559
0 124 16.21296
0 125 13.02958
0 126 16.17065
0 127 12.27355
0 128 11.75840
0 129 13.13507
0 130 16.12358
0 131 13.62167
0 132 10.22741
0 133 12.90155
0 134 12.84056
0 135 10.44797
0 136 13.82245
0 137 12.90000
0 138 15.92514
0 139 14.30454
0 140 11.73627
0 141 19.48333
0 142 11.05034
0 143 14.04172
0 144 10.56220
0 145 11.94320
0 146 15.73372
0 147 9.53310
0 148 13.69890
0 149 13.45697
0 150 14.99633
0 151 15.91540
0 152 10.60424
0 153 12.12518
0 154 14.34120
0 155 13.92444
0 156 16.54690
0 157 14.14284
0 158 16.66493
0 159 11.64560
0 160 13.89280
0 161 12.61705
0 162 15.07780
0 163 13.43131
0 164 14.18450
0 165 14.89396
0 166 17.02293
0 167 16.92661
0 168 11.10405
0 169 9.61717
0 170 15.11589
0 171 15.72450
0 172 10.72940
0 173 13.88488
0 174 15.91446
0 175 15.12779
0 176 15.12514
0 177 13.78042
0 178 11.91344
0 179 12.64753
0 180 18.04965
0 181 9.85140
0 182 10.74709
0 183 16.41341
0 184 12.64160
0 185 11.99250
0 186 10.56078
0 187 13.14838
0 188 13.57866
0 189 13.73499
0 190 9.88787
0 191 15.99500
0 192 14.31677
0 193 11.70470
0 194 10.66724
0 195 14.89262
0 196 16.16508
0 197 15.93110
0 198 13.08511
0 199 13.96030
0 200 12.64951
0 201 10.71961
0 202 16.08104
0 203 15.36457
0 204 10.69766
0 205 10.23767
0 206 11.94571
0 207 16.13382
0 208 12.46475
0 209 16.08664
0 210 17.70734
0 211 16.02872
0 212 17.09737
0 213 12.47998
0 214 18.13946
0 215 11.33667
0 216 14.70306
0 217 14.82430
0 218 12.46555
0 219 16.24069
0 220 11.64130
0 221 13.30226
0 222 14.15380
0 223 14.13400
0 224 13.57756
0 225 15.12448
0 226 12.95299
0 227 10.38749
0 228 13.89424
0 229 10.41489
0 230 12.97921
0 231 11.63013
0 232 16.47422
0 233 17.55563
0 234 8.01124
0 235 10.58726
0 236 13.48666
0 237 11.22408
0 238 17.21395
0 239 15.60256
0 240 12.46676
0 241 15.57530
0 242 10.18970
0 243 14.21337
0 244 13.40410
0 245 15.31078
0 246 13.10114
0 247 15.08211
0 248 15.88144
0 249 17.86365
0 250 16.20895
0 251 18.06211
0 252 14.41249
0 253 12.45191
0 254 15.36164
0 255 13.33567
0 256 13.31277
0 257 13.34579
0 258 12.15607
0 259 13.61543
0 260 15.00800
0 261 14.74212
0 262 11.98040
0 263 13.51518
0 264 12.60595
0 265 14.19894
0 266 13.62791
0 267 14.44888
0 268 17.05227
0 269 15.23877
0 270 9.93579
0 271 14.02355
0 272 8.85268
0 273 19.87762
0 274 12.60873
0 275 13.61286
0 276 10.70794
0 277 12.04741
0 278 9.30967
0 279 12.55548
0 280 13.56761
0 281 13.37273
0 282 14.16086
0 283 11.15930
0 284 9.66230
0 285 9.40266
0 286 15.51064
0 287 14.64275
0 288 14.21830
0 289 14.86540
0 290 15.13572
0 291 10.42881
0 292 9.81886
0 293 9.89646
0 294 17.45165
0 295 16.31043
0 296 11.61895
0 297 12.12477
0 298 11.45819
0 299 14.58938
0 300 12.73735
0 301 14.13860
0 302 10.60472
0 303 14.03923
0 304 12.10537
0 305 14.37150
0 306 16.65443
0 307 12.92672
0 308 16.08975
0 309 11.96495
0 310 8.04363
0 311 14.79155
0 312 14.35723
0 313 14.45545
0 314 14.15980
0 315 16.66523
0 316 13.13202
0 317 16.99647
0 318 14.30350
0 319 15.87640
0 320 14.81587
0 321 10.45371
0 322 16.03184
0 323 12.00625
0 324 11.20803
0 325 18.69198
0 326 11.92644
0 327 11.56071
0 328 13.61800
0 329 16.34931
0 330 12.58451
0 331 8.30602
0 332 15.47385
0 333 14.98132
0 334 10.18872
0 335 13.00615
0 336 10.32763
0 337 15.99156
0 338 14.28426
0 339 14.38610
0 340 11.67262
0 341 13.59816
0 342 17.16100
0 343 10.63861
0 344 14.18415
0 345 8.78123
0 346 14.89362
0 347 15.76515
0 348 10.24939
0 349 14.17321
0 350 14.07764
0 351 15.34014
0 352 17.05169
0 353 12.84873
0 354 11.16333
0 355 11.42103
0 356 14.15662
0 357 10.67708
0 358 11.29867
0 359 15.75056
0 360 15.62626
0 361 12.90620
0 362 10.72987
0 363 13.71423
0 364 13.16359
0 365 14.21408
0 366 12.59008
0 367 10.37111
0 368 16.54449
0 369 16.05023
0 370 14.32725
0 371 11.60345
0 372 10.49667
0 373 14.05133
0 374 14.87010
0 375 16.22560
0 376 16.67513
0 377 13.96173
0 378 10.58206
0 379 14.26674
0 380 13.98285
0 381 13.40187
0 382 13.13202
0 383 17.88183
0 384 11.84356
0 385 13.40373
0 386 17.62129
0 387 13.15295
0 388 12.00875
0 389 15.93141
0 390 12.55627
0 391 12.13837
0 392 15.56856
0 393 10.85081
0 394 12.43704
0 395 12.71810
0 396 16.02342
0 397 19.03182
0 398 13.08243
0 399 14.25798
0 400 12.86118
0 401 16.53330
0 402 15.40649
0 403 15.94459
0 404 14.43468
0 405 11.75755
0 406 15.74802
0 407 16.49788
0 408 3.68375
0 409 12.60397
0 410 16.99941
0 411 16.16973
0 412 16.24654
0 413 12.22007
0 414 14.56297
0 415 11.72860
0 416 14.89832
0 417 15.12184
0 418 13.75173
0 419 11.46473
0 420 13.14991
0 421 8.82780
0 422 13.69014
0 423 10.46136
0 424 9.81478
0 425 14.68196
0 426 13.50000
0 427 14.82768
0 428 14.69388
0 429 12.89806
0 430 12.89884
0 431 16.23576
0 432 14.42082
0 433 8.82780
0 434 12.23029
0 435 12.59722
0 436 15.84109
0 437 13.36899
0 438 13.60588
0 439 12.92594
0 440 12.96187
0 441 14.12763
0 442 13.75064
0 443 10.07274
0 444 15.43956
0 445 15.60128
0 446 12.85652
0 447 13.14382
0 448 13.51925
0 449 15.00900
0 450 14.35514
0 451 11.82074
0 452 9.32255
0 453 12.44990
0 454 11.12160
0 455 9.36483
0 456 11.78007
0 457 13.68064
0 458 12.02331
0 459 11.29292
0 460 11.43897
0 461 15.80000
0 462 10.95308
0 463 15.31372
0 464 10.38846
0 465 14.91844
0 466 14.54270
0 467 13.47071
0 468 11.96202
0 469 17.34099
0 470 16.41249
0 471 13.98857
0 472 12.52996
0 473 14.40937
0 474 13.81666
0 475 14.72345
0 476 14.23973
0 477 14.31258
0 478 16.48363
0 479 12.30203
0 480 11.27519
0 481 13.26009
0 482 7.39865
0 483 11.20223
0 484 15.27220
0 485 12.70984
0 486 15.85276
0 487 16.09348
0 488 17.74936
0 489 12.33815
0 490 16.24223
0 491 9.91917
0 492 14.56262
0 493 18.28059
0 494 13.47034
0 495 10.63062
0 496 16.65203
0 497 16.93901
0 498 13.93915
0 499 15.21348
1 2 13.49037
1 3 16.14775
1 4 12.45351
1 5 16.58011
1 6 10.38171
1 7 17.02704
1 8 14.34538
1 9 13.50296
1 10 17.55790
1 11 16.15982
1 12 13.23254
1 13 13.02190
1 14 15.70318
1 15 10.34650
1 16 16.33646
1 17 13.33717
1 18 12.22456
1 19 13.72188
1 20 15.81961
1 21 14.36524
1 22 15.11258
1 23 10.05187
1 24 14.17074
1 25 16.36123
1 26 12.03412
1 27 14.10390
1 28 11.23254
1 29 15.67546
1 30 14.82565
1 31 13.81087
1 32 13.99214
1 33 15.78765
1 34 11.93398
1 35 10.38701
1 36 15.11985
1 37 12.24745
1 38 12.67438
1 39 13.67918
1 40 10.66911
1 41 7.73822
1 42 18.12898
1 43 13.12402
1 44 10.64049
1 45 11.40438
1 46 13.49555
1 47 15.07116
1 48 16.71137
1 49 15.11489
1 50 16.01999
1 51 14.34713
1 52 13.43391
1 53 13.26462
1 54 18.61881
1 55 9.80663
1 56 11.01136
1 57 13.69416
1 58 13.82751
1 59 15.47029
1 60 13.07937
1 61 16.53995
1 62 14.11418
1 63 14.99033
1 64 17.65559
1 65 15.04992
1 66 15.11026
1 67 14.21443
1 68 10.29369
1 69 17.32253
1 70 14.57772
1 71 14.03318
1 72 15.44798
1 73 11.78304
1 74 14.19014
1 75 13.63305
1 76 16.90592
1 77 12.77811
1 78 16.21820
1 79 12.15442
1 80 13.03917
1 81 12.18318
1 82 12.07063
1 83 18.48351
1 84 8.52702
1 85 13.04339
1 86 10.71914
1 87 15.52675
1 88 16.29141
1 89 12.33694
1 90 17.26470
1 91 12.93522
1 92 10.45275
1 93 15.98781
1 94 16.33126
1 95 12.81835
1 96 10.25280
1 97 9.50421
1 98 16.61776
1 99 13.54105
1 100 13.09122
1 101 7.76080
1 102 14.10425
1 103 10.26060
1 104 15.72832
1 105 15.07216
1 106 14.83442
1 107 10.29612
1 108 17.19622
1 109 15.45865
1 110 13.20871
1 111 14.48240
1 112 17.60085
1 113 14.48793
1 114 10.86830
1 115 16.23361
1 116 11.90126
1 117 15.88899
1 118 17.31156
1 119 17.00911
1 120 12.99384
1 121 12.68779
1 122 14.33806
1 123 9.45145
1 124 17.92010
1 125 13.85063
1 126 15.61153
1 127 17.68756
1 128 14.90134
1 129 18.49162
1 130 11.80424
1 131 13.77389
1 132 14.03389
1 133 14.39375
1 134 12.82848
1 135 17.85861
1 136 15.88238
1 137 14.82565
1 138 14.81756
1 139 14.50138
1 140 10.53328
1 141 9.38456
1 142 11.29513
1 143 18.95785
1 144 14.21513
1 145 15.18717
