500 50
0 1 14.27410
0 2 11.64732
0 3 13.63708
0 4 11.82751
0 5 12.80078
0 6 11.98040
0 7 17.81965
0 8 16.33340
0 9 10.72614
0 10 8.36660
0 11 12.54990
0 12 14.38437
0 13 14.54613
0 14 13.29737
0 15 17.32397
0 16 13.89172
0 17 11.36266
0 18 12.18072
0 19 15.61506
0 20 15.00033
0 21 13.01384
0 22 11.42497
0 23 12.11775
0 24 11.14630
0 25 11.88697
0 26 13.51814
0 27 12.08594
0 28 14.92113
0 29 14.03709
0 30 11.55292
0 31 12.41974
0 32 13.72079
0 33 15.60833
0 34 11.50261
0 35 12.41531
0 36 18.43122
0 37 13.10267
0 38 14.99266
0 39 13.07058
0 40 8.94707
0 41 12.77967
0 42 10.56929
0 43 13.13469
0 44 10.68925
0 45 12.76871
0 46 12.15360
0 47 9.26769
0 48 13.47850
0 49 13.15599
0 50 12.24173
0 51 17.33061
0 52 10.82127
0 53 13.82245
0 54 13.47108
0 55 14.88892
0 56 15.34927
0 57 14.02355
0 58 15.83509
0 59 11.40088
0 60 11.27076
0 61 11.51130
0 62 13.39403
0 63 13.29060
0 64 17.44534
0 65 14.57635
0 66 12.55587
0 67 12.70472
0 68 12.47798
0 69 13.21363
0 70 11.34372
0 71 9.30645
0 72 13.60221
0 73 11.45033
0 74 10.58348
0 75 14.53031
0 76 17.33840
0 77 14.58801
0 78 15.40552
0 79 14.37741
0 80 10.66068
0 81 12.98615
0 82 14.27130
0 83 12.45472
0 84 14.60240
0 85 9.81835
0 86 13.96209
0 87 12.84251
0 88 12.07518
0 89 16.54146
0 90 11.02134
0 91 13.52479
0 92 10.44270
0 93 13.58602
0 94 13.70182
0 95 11.34019
0 96 13.07479
0 97 11.39210
0 98 11.50130
0 99 11.35253
0 100 13.15105
0 101 9.65453
0 102 9.92421
0 103 13.84666
0 104 11.73158
0 105 11.19643
0 106 7.10634
0 107 15.68279
0 108 13.56355
0 109 14.00107
0 110 11.70726
0 111 13.26424
0 112 13.19924
0 113 12.38467
0 114 13.85857
0 115 12.62181
0 116 10.31746
0 117 10.21910
0 118 9.22984
0 119 13.97319
0 120 12.08305
0 121 6.35216
0 122 11.56374
0 123 11.55336
0 124 13.34728
0 125 8.63771
0 126 13.31991
0 127 12.92091
0 128 12.81483
0 129 9.13400
0 130 6.46684
0 131 10.57970
0 132 15.07216
0 133 14.11984
0 134 10.59481
0 135 12.93097
0 136 12.37417
0 137 12.67044
0 138 8.90562
0 139 12.15607
0 140 11.81609
0 141 11.38947
0 142 11.19911
0 143 11.41096
0 144 16.01406
0 145 6.08030
0 146 11.47301
0 147 12.72753
0 148 12.14496
0 149 8.15414
0 150 15.80443
0 151 11.11935
0 152 10.47712
0 153 10.49286
0 154 13.16093
0 155 16.52906
0 156 12.03495
0 157 10.22790
0 158 14.33283
0 159 10.75593
0 160 10.17644
0 161 14.81654
0 162 15.97028
0 163 12.01083
0 164 11.51521
0 165 15.51934
0 166 12.71888
0 167 15.59647
0 168 11.56590
0 169 10.33731
0 170 11.14944
0 171 12.94372
0 172 10.32473
0 173 9.89141
0 174 12.92865
0 175 13.18674
0 176 12.11982
0 177 11.57195
0 178 13.31653
0 179 7.59210
0 180 14.49241
0 181 12.24173
0 182 14.81013
0 183 15.91823
0 184 10.25622
0 185 13.08128
0 186 15.87230
0 187 14.96195
0 188 11.57454
0 189 9.95540
0 190 11.97456
0 191 13.92552
0 192 11.55855
0 193 10.08018
0 194 12.44548
0 195 12.87595
0 196 15.13076
0 197 10.68925
0 198 14.68026
0 199 8.74586
0 200 12.14907
0 201 9.63120
0 202 10.49809
