15 3
0 1 115.14725
0 2 71.67345
0 3 117.65968
0 4 64.57297
0 5 96.65874
0 6 78.87688
0 7 66.81035
0 8 45.47583
0 9 104.93626
0 10 66.76369
0 11 63.69580
0 12 70.13774
0 13 70.88685
0 14 64.87544
1 2 68.55915
1 3 47.43134
1 4 84.71630
1 5 34.37965
1 6 102.55740
1 7 57.20576
1 8 117.49564
1 9 35.74621
1 10 85.76131
1 11 78.23022
1 12 100.40769
1 13 65.19682
1 14 69.63621
2 3 94.29644
2 4 43.25732
2 5 70.93005
2 6 106.33957
2 7 50.77211
2 8 62.02359
2 9 75.28674
2 10 85.72762
2 11 77.57317
2 12 95.85755
2 13 72.04749
2 14 39.22348
3 4 88.27844
3 5 52.96047
3 6 100.76369
3 7 54.44857
3 8 136.75739
3 9 19.31879
3 10 63.10433
3 11 82.32729
3 12 74.15626
3 13 48.29424
3 14 96.42451
4 5 87.21702
4 6 113.54779
4 7 40.39510
4 8 79.65128
4 9 71.67948
4 10 66.05804
4 11 87.01620
4 12 69.07542
4 13 59.77031
4 14 70.69568
5 6 68.83676
5 7 51.62334
5 8 102.05717
5 9 44.69412
5 10 69.94779
5 11 46.82962
5 12 86.88822
5 13 51.39552
5 14 54.50403
6 7 82.81584
6 8 95.24547
6 9 97.60448
6 10 70.98003
6 11 29.37642
6 12 83.80099
6 13 70.31217
6 14 75.38097
7 8 86.36349
7 9 39.27457
7 10 38.62555
7 11 56.41379
7 12 50.38668
7 13 23.02429
7 14 57.83244
8 9 120.80190
8 10 101.69968
8 11 77.41483
8 12 109.44646
8 13 97.61132
8 14 50.78421
9 10 58.96198
9 11 74.79518
9 12 71.09139
9 13 40.71918
9 14 80.71542
10 11 56.05800
10 12 17.24649
10 13 20.64169
10 14 82.82767
11 12 71.35969
11 13 49.30868
11 14 49.40498
12 13 36.25566
12 14 96.64774
13 14 69.66087
