15 9
0 1 133.80318
0 2 161.86801
0 3 130.33058
0 4 191.19963
0 5 202.84033
0 6 172.70518
0 7 192.99927
0 8 176.45212
0 9 173.26622
0 10 177.82375
0 11 141.28569
0 12 141.49496
0 13 164.01646
0 14 161.30255
1 2 168.47357
1 3 133.35100
1 4 148.75456
1 5 180.73563
1 6 159.87436
1 7 208.33823
1 8 142.04129
1 9 163.07448
1 10 205.69460
1 11 157.66446
1 12 162.92188
1 13 171.04472
1 14 191.23285
2 3 150.98590
2 4 167.59372
2 5 158.94078
2 6 148.47136
2 7 174.85451
2 8 121.51659
2 9 156.10945
2 10 152.33475
2 11 150.23077
2 12 157.77818
2 13 156.96184
2 14 172.69501
3 4 178.11893
3 5 158.97333
3 6 173.22853
3 7 172.71852
3 8 155.88443
3 9 189.31038
3 10 168.27641
3 11 125.82527
3 12 172.05186
3 13 159.04797
3 14 154.50221
4 5 175.66426
4 6 144.94225
4 7 182.81737
4 8 135.88547
4 9 199.22174
4 10 183.36353
4 11 164.14354
4 12 185.47652
4 13 174.70000
4 14 165.84802
5 6 149.37466
5 7 156.20702
5 8 171.00552
5 9 180.49165
5 10 158.96602
5 11 175.20030
5 12 206.93509
5 13 171.71953
5 14 199.33195
6 7 170.93607
6 8 145.29668
6 9 153.34673
6 10 187.49287
6 11 194.31834
6 12 156.94774
6 13 173.45770
6 14 165.18239
7 8 170.98265
7 9 200.77170
7 10 112.72224
7 11 141.83275
7 12 171.31531
7 13 180.50525
7 14 168.40361
8 9 171.36053
8 10 163.26303
8 11 146.57922
8 12 162.93135
8 13 164.60895
8 14 195.84747
9 10 190.15970
9 11 160.77501
9 12 132.28130
9 13 177.92599
9 14 175.91144
10 11 129.64449
10 12 182.45894
10 13 183.97072
10 14 169.95331
11 12 164.83159
11 13 141.90250
11 14 150.59482
12 13 212.16853
12 14 146.91811
13 14 188.31659
