10 4
0 1 108.56403
0 2 142.97603
0 3 144.88690
0 4 163.10928
0 5 186.81636
0 6 120.32983
0 7 131.76189
0 8 145.79784
0 9 141.73244
1 2 170.02245
1 3 171.05081
1 4 166.11194
1 5 163.71101
1 6 122.14503
1 7 115.90499
1 8 157.28290
1 9 156.80838
2 3 100.45216
2 4 134.35229
2 5 135.67760
2 6 138.74384
2 7 157.65323
2 8 152.01294
2 9 122.75000
3 4 142.54219
3 5 121.67804
3 6 164.41281
3 7 168.71710
3 8 166.20222
3 9 138.82346
4 5 149.93510
4 6 153.37238
4 7 187.21141
4 8 145.12987
4 9 140.76465
5 6 164.56392
5 7 180.63585
5 8 139.24820
5 9 148.34190
6 7 135.03438
6 8 98.80766
6 9 91.61466
7 8 157.17873
7 9 142.64032
8 9 108.14536
