15 3
0 1 195.14055
0 2 141.07132
0 3 187.78531
0 4 206.99692
0 5 170.93636
0 6 161.85239
0 7 120.49554
0 8 142.36433
0 9 169.41707
0 10 188.24010
0 11 154.17450
0 12 133.71510
0 13 184.76570
0 14 168.20181
1 2 171.17931
1 3 142.19908
1 4 130.40131
1 5 209.05934
1 6 122.40547
1 7 175.92624
1 8 155.17520
1 9 177.15344
1 10 148.93723
1 11 164.12517
1 12 176.23952
1 13 150.90358
1 14 134.05267
2 3 115.34695
2 4 177.97083
2 5 157.15855
2 6 169.07100
2 7 95.85048
2 8 131.78941
2 9 125.45670
2 10 154.91193
2 11 138.68730
2 12 136.58379
2 13 107.65569
2 14 130.64116
3 4 176.69667
3 5 204.55055
3 6 177.10106
3 7 150.27673
3 8 150.35706
3 9 162.92653
3 10 149.37988
3 11 172.79750
3 12 184.77454
3 13 126.78828
3 14 130.94984
4 5 175.20378
4 6 182.90352
4 7 177.87541
4 8 189.23448
4 9 170.17070
4 10 140.29956
4 11 159.88635
4 12 121.82869
4 13 158.06248
4 14 140.01256
5 6 179.64876
5 7 140.24123
5 8 148.96899
5 9 116.02650
5 10 150.28996
5 11 140.12044
5 12 127.65350
5 13 177.22244
5 14 137.82645
6 7 163.37070
6 8 137.82182
6 9 170.79169
6 10 165.35374
6 11 170.43292
6 12 174.42236
6 13 188.09746
6 14 146.07188
7 8 131.19412
7 9 90.63722
7 10 144.86710
7 11 95.85225
7 12 139.10023
7 13 134.93221
7 14 138.69498
8 9 117.93286
8 10 150.32144
8 11 131.81412
8 12 160.40936
8 13 133.04967
8 14 92.04163
9 10 153.45474
9 11 101.88414
9 12 140.46855
9 13 141.62070
9 14 137.95714
10 11 131.88374
10 12 163.84192
10 13 126.64922
10 14 104.08920
11 12 150.57626
11 13 118.75714
11 14 133.43439
12 13 157.72873
12 14 141.01904
13 14 98.40641
