10 6
0 1 72.54955
0 2 67.88723
0 3 103.40699
0 4 75.99264
0 5 77.44734
0 6 91.45833
0 7 37.53511
0 8 60.46457
0 9 72.08691
1 2 90.39596
1 3 98.36990
1 4 41.03147
1 5 32.20998
1 6 74.97385
1 7 69.85358
1 8 73.42244
1 9 81.01196
2 3 100.81202
2 4 89.96742
2 5 91.40652
2 6 92.80850
2 7 81.78477
2 8 88.04597
2 9 112.33880
3 4 113.19783
3 5 85.16211
3 6 68.84010
3 7 104.74564
3 8 113.87019
3 9 141.24823
4 5 56.47829
4 6 65.87133
4 7 76.23965
4 8 50.39403
4 9 63.44542
5 6 76.91080
5 7 71.69844
5 8 85.26186
5 9 82.49529
6 7 91.15067
6 8 70.29150
6 9 106.86021
7 8 79.33796
7 9 65.78635
8 9 69.87230
