15 12
0 1 158.55443
0 2 199.05707
0 3 167.38301
0 4 176.76195
0 5 191.42899
0 6 240.59688
0 7 113.99528
0 8 159.49193
0 9 175.88806
0 10 141.62300
0 11 121.75722
0 12 156.90779
0 13 161.14824
0 14 148.54346
1 2 124.64491
1 3 165.54068
1 4 139.93231
1 5 165.07312
1 6 185.06598
1 7 134.79761
1 8 135.82733
1 9 147.18559
1 10 123.86501
1 11 153.88577
1 12 151.65556
1 13 137.78943
1 14 122.50781
2 3 123.77825
2 4 138.25563
2 5 154.28128
2 6 137.17641
2 7 165.62582
2 8 130.61848
2 9 124.14783
2 10 114.31124
2 11 136.64288
2 12 160.98058
2 13 149.46719
2 14 162.84029
3 4 131.73737
3 5 130.79944
3 6 115.21211
3 7 141.77385
3 8 99.34773
3 9 152.13892
3 10 134.87794
3 11 97.66380
3 12 139.24091
3 13 130.18712
3 14 176.61304
4 5 131.02661
4 6 155.54327
4 7 156.58177
4 8 121.38859
4 9 126.27656
4 10 169.12454
4 11 130.61084
4 12 151.43680
4 13 152.43536
4 14 161.27214
5 6 149.47913
5 7 178.88986
5 8 118.41447
5 9 172.75261
5 10 177.72050
5 11 144.75290
5 12 163.96147
5 13 164.12234
5 14 159.63562
6 7 202.23456
6 8 157.02628
6 9 171.54266
6 10 177.10423
6 11 178.20540
6 12 149.19296
6 13 184.47810
6 14 214.68639
7 8 119.24737
7 9 148.48485
7 10 148.10107
7 11 123.14426
7 12 122.30351
7 13 138.11922
7 14 130.47807
8 9 151.57375
8 10 137.62354
8 11 102.84141
8 12 155.62520
8 13 129.85466
8 14 152.25122
9 10 145.36284
9 11 157.41367
9 12 161.62067
9 13 177.93118
9 14 177.15643
10 11 121.39697
10 12 157.13649
10 13 133.77257
10 14 148.86372
11 12 168.11484
11 13 124.24868
11 14 139.09238
12 13 165.30304
12 14 167.40526
13 14 109.80492
