10 2
0 1 166.47234
0 2 170.18475
0 3 174.55453
0 4 153.28670
0 5 145.12186
0 6 144.42723
0 7 170.98466
0 8 176.58110
0 9 162.99632
1 2 168.48360
1 3 175.63185
1 4 135.43608
1 5 153.11269
1 6 147.68130
1 7 195.46092
1 8 156.55237
1 9 184.35828
2 3 183.43506
2 4 159.96216
2 5 150.25894
2 6 131.15147
2 7 169.92273
2 8 168.09035
2 9 193.29750
3 4 187.82150
3 5 122.49923
3 6 196.62941
3 7 182.58435
3 8 144.85728
3 9 187.11629
4 5 167.54440
4 6 162.23880
4 7 176.99178
4 8 196.17409
4 9 127.35979
5 6 140.80400
5 7 108.77892
5 8 131.51010
5 9 165.05664
6 7 162.18561
6 8 199.05042
6 9 173.73540
7 8 164.31947
7 9 188.75363
8 9 243.97252
